	DNA_blank_P1	DNA_blank_P2	EL_003_pre	EL_003_pw	EL_007_un	EL_007_un1	EL_022_pre	EL_023_pre	EL_025_un	EL_025_un1	EL_026_pre	EL_027_pre1	EL_027_pre2	EL_028_pre1	EL_028_pre2	EL_031_pre	EL_032_pre	EL_035_pw	EL_036_pre	EL_036_pw	EL_047_pre	EL_050_pre	EL_050_pw	EL_051_pre	EL_051_pw	EL_052_pre	EL_052_pw	EL_059_pre	EL_059_pw	EL_068_pre1	EL_068_pre2	EL_070_pm	EL_070_pre	EL_070_pw	EL_073_pre	EL_074_pre	EL_074_pw	EL_075_pm	EL_075_pre	EL_075_pw	EL_078_pre	EL_078_pw	FS_006_pre_in	FS_006_pre_out	FS_006_pre1	FS_024_pre	NE.077_pre	NE_002_pre1	NE_002_pre2	NE_002_pw	NE_009_un	NE_009_un1	NE_010_un	NE_010_un1	NE_012_un	NE_012_un1	NE_018_pre	NE_018_pw	NE_021_pre	NE_034_pre	NE_034_pw	NE_035_pre	NE_037_pre	NE_038_pre	NE_041_pre	NE_041_pw	NE_043_pre	NE_056_pre	NE_056_pw	NE_058_pre	NE_058_pw	NE_063_pre	NE_063_pw	NE_066_pre	NE_067_pre	NE_067_pw	NE_069_pre	NE_069_pw	NE_071_pre	NE_072_pre	NE_079_pre	NE_079_pw	PA_001_pre	PA_001_pw	PA_008_un	PA_008_un1	PA_011_un	PA_011_un1	PA_013_pre	PA_013_pw	PA_014_pre	PA_014_pw	PA_015_pre	PA_015_pw	PA_016_un	PA_016_un1	PA_019_pre	PA_029_pre1	PA_029_pre2	PA_029_pw	PA_030_pre1	PA_030_pre2	PA_030_pw	PA_033_pm	PA_033_pre	PA_033_pw	PA_039_pre	PA_040_pre	PA_042_pre	PA_042_pw	PA_044_pm	PA_044_pre	PA_044_pw	PA_045_pre	PA_045_pw	PA_046_pre	PA_046_pw	PA_048_pre	PA_048_pw1	PA_048_pw2	PA_049_pre	PA_049_pw	PA_053_pre	PA_053_pw	PA_054_pre	PA_054_pw	PA_055_pre	PA_055_pw	PA_057_pre	PA_057_pw	PA_060_pre	PA_060_pw	PA_061_pre1	PA_061_pre2	PA_061_pw	PA_062_pre	PA_064_pre	PA_064_pw	PA_065_pre	PA_065_pw	PA_076_pre	PA_076_pw	PA_080_pre	PA_080_pw	PCR_blank_P1	PCR_blank_P2	SPIKE_P1	SPIKE_P2	UP_001	UP_006	UP_006_1	UP_006_2	UP_006_3	UP_006_4	UP_015	UP_030	US_001	US_006	US_006_2	US_006_4	US_015	US_030
Globicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	1.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	1.21	0.83	0	0	0	0	0.01	0	0	0	1.93	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.04	0	0	0	0	0.03	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0	0	0	0	0	0	0	0	0	0.1	0.03	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Helcococcus	0	0.13	0	0.03	0.02	0.02	0.01	0	0	0.05	0	0	0	0	0	0	0	0	0.44	0.02	0	0	0.01	0	0	0.02	0.05	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0.02	0	0	0.06	0	0	0	0	0	0.01	0	0.1	0.07	0	0	0	0	0	0.05	0	0.1	0	0	0.01	0.05	0.56	0	0.02	0.01	0	0.03	0	0	0	0.01	0.01	0	0	0.13	0	0	0.02	0	0	0.03	0	0.03	0	0	0	0	0.01	0	0.11	0.1	0	0.01	0.07	0	0.02	0	2.15	1.79	0.04	0	0	0.04	0.08	0.02	0	0.07	0.06	0	0	0.02	0	0	0	0	0.04	0.06	0	0	0.04	0.01	0.03	0	0	0.06	0.13	0	0	0.04	0	0.01	0	0	0.7	0	0.02	0	0.85	0.15	0	0	0	0	0	0	0	0	0.27	0.05	0	0.13	0.05	0	0	0	0.26	0	0	0
Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Howardella	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0.01	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.41	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoylesella	6.44	7.59	7.48	3.3	7.8	1.78	19.78	4.77	15.52	14.01	9.6	16	14.02	9.35	7.48	21.05	5.61	20.2	5.16	2.77	25.08	24.26	0.18	27.15	4.98	7.6	8.66	23.2	5.41	27.9	16.53	5.2	2.91	6.47	4.66	29.11	6.65	5.84	3.52	5.4	18.65	6.9	4.66	5.35	12.27	4.5	9.8	3.5	5.24	0.56	22.62	3.23	3.73	3.57	11.57	7.6	27.58	7.56	14.43	26.26	11.53	16.31	9.02	15.89	15.56	13.62	15.98	31.46	17.02	29.76	19.23	25.19	3.76	15.97	20.97	7.22	7.63	3.56	5.4	10.19	5.26	0.12	21.68	8.21	20.3	7.12	6.78	31.86	15.12	3.51	3.7	1.26	1.66	11.82	3.11	3.33	10.68	8.98	7.74	0.08	5.99	4.08	4.04	11.1	20.79	15.42	6.6	19.9	23.87	7.66	22.54	8.56	0.46	3.99	0.19	11.75	9.76	27.8	9.68	3.88	11.29	7.74	19.7	5.89	8.34	0.58	16	10.51	2.11	25.67	8.94	1.86	1.88	5.56	6.4	4.26	6.32	22.16	13.8	25.57	3.74	19.88	17.72	1.41	14.15	17.47	3.84	0.06	14.2	2.96	14.87	10.46	15.88	13.69	13.96	12.8	1.5	13.94	4.98	16.87	0.43	13.76
Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JG30-KF-CM45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jonquetella	0	0	0	0	0	0	0.03	0	0	0.06	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0	0	0.01	0	0	2.29	0	0	0	0.03	0	0	0.04	0	0	0	0	0	1.69	0.11	0	0	0	0	0.04	0	0	0	0	0	0	0	0.01	0	0.02	0	0.04	0	0	0	0	0.01	0	0.02	0	0	0	0.08	0	0.02	0	0	0.08	0.04	0	0	0	0.01	0	0	0	0.07	0	0	0	0	0	0.05	0.29	0	0	0	0	0	0	0	0	0	0	0	2.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.04	0.03	0	0	0.11	0	0	0.11	0	0.1	0	0	0.1	0	0.01	0	0	0	0	0.08	0	0.03	0.16	0	0.16	0	0	0	0
Kallipyga	0	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0.07	0.09	0.04	0	0	0.01	0	0	0	0.05	0.01	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.04	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.03	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0.41	0.48	0	0	0	0	0.03	0	0.31	0.03	0	0	0	0.03	0	0	0	0	0	0	0	0.35	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0	1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0
Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.03	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	2.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knoellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria	0	0	0	0.01	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.16	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.1	0	0	0.37	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0.21	0	0.1	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae FCS020 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae FE2018 group	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae ND3007 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
